person_id,why_are_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:1957478,"I am for smaller government, anti-illegal aliens, anti-crime, anti-government waste and abuse.",0.35,21,-2.415847256807354
US:134096657,they both have things I like and dislike,0.35,8,-2.4139955865670553
US:40574595,We place too much importance on what title or labels we think we are under and not on what really affects our quality of life. Most Americans do not understand what a republican is or what they really stand for. Government and those who find power in dividing us are on both sides.,0.22,56,-4.790945266001194
US:1624410,I am a moderate individual that likes the best of the 2 parties.,0.56,15,-1.010705095587868
US:40598239,"I believe in Freedom, and everyone pulling their own weight.",0.31,12,-2.8257712446613197
US:29348132,"Because I care about other people and believe that things like healthcare, childcare, and education should be not only readily available, but also accessible to everyone.",0.42,30,-1.8860868327977791
US:192950839,I just am,0.34,3,-2.4979992283290993
US:29273459,Because the GOP has become as cult.,0.22,8,-4.563291774630303
US:170207839,None of the parties align with the ideals of the working class. Neither party wants a free Palestine,0.32,19,-2.7517540887034064
US:1568534,"I believe in true freedoms like the freedom to be your true self, love who you want, identify as you want. Freedom over your own body. Republicans believe in hypocritical freedoms that align with their narratives.",0.3,42,-2.970792502880849
US:255134,Both parties have migrated to extreme positions that are counterproductive and ridiculous -- can't take either side seriously.,0.23,21,-4.3235913802215915
US:4373274,some of the issues aline with mine,0.24,8,-3.9306381209022874
US:193869163,Why? So you can narc me out to peter thiel?,0.22,13,-5.1017647691770325
US:1583516,"I believe in law and order, secure borders, and cutting government spending on unnecessary programs.",0.53,18,-1.2075041834204308
US:181110149,The value of a true republican alines with what I value in life,0.25,14,-3.716547544982252
US:206117197,Qualified people,0.22,2,-4.68120051433589
US:4323097,I don't want to be associated with either party at the moment. They all need improvements.,0.44,19,-1.7119096958701174
US:205960,"Fairness, democracy, inclusion",0.29,6,-3.1012558434634614
US:173183633,Less government,0.23,2,-5.857610401848253
US:2161400,"Conservative positions regarding social issues, limited government, only party with a chance to win elections that is remotely aligned with my core values.",0.33,27,-2.5872814558979234
US:205292937,I just don't like the way the government has been in a while,0.66,14,-0.5066107290854251
US:41794147,They are not liberal Democrats,0.27,5,-3.2751120820583957
US:22787818,"I am very liberal, usually more so than the Democratic party, but much closer to them than the Republicans.",0.51,22,-1.3232278090963576
US:29431643,"Magas and their republican enablers are cruel, fascistic idiots.",0.22,15,-5.3810440460366635
US:116946133,I am much closer to the Democratic Party because our values align on more issues than the Republican Party and these issues are of more importance to me. We are closer together on the political spectrum than the opposition.,0.58,41,-0.9058006310150746
US:2281921,I’d be too embarrassed to be a Rebublican.,0.34,12,-2.551041084817909
US:4292071,I don't like Republicans stand on important issues,0.22,9,-4.558625686106895
US:180981061,I just feel it's the correct way of life,0.37,10,-2.2146005505498274
US:206821855,Their more for the ordinary people not the ultra rich.,0.35,11,-2.449757172635325
US:36792447,Family always been Democrats,0.36,4,-7.845414876744931
US:27021131,"smaller government, less interference",0.26,6,-3.508820571437072
US:556408,"Abortion rights, social issues, Healthcare, rule of law",0.33,12,-2.5678492854402974
US:3021358,closer to my views especally on the border,0.22,10,-5.316650915762828
US:138970111,"We are more morally evolved. We care about all people (or do in theory; this party has failed in curbing influence peddling on BOTH sides of the aisle.) Historically, Democrats fought for rights, benefits and protections for the working class. We need to focus on the “radical middle.”",0.23,61,-5.821410437771038
US:197384037,Because I Have a Brain,0.41,5,-1.9146275092627911
US:167727741,"While there are Republican views that I agree with, there are more that make sense with the Democrats",0.28,19,-3.2258445866892504
US:181586965,"Because I’m in line with more Republican policies,views, and values.",0.22,15,-4.85537916037303
US:22244056,I do not identify with neither party. Both parties are the same and will go against the people,0.63,19,-0.6694708754379205
US:41189471,I care about others.. our job in life is to help people,0.25,13,-3.629095788183631
US:109058679,I don't follow the party but the candidate,0.28,9,-3.161951929514515
US:3367709,"I’m quite disgusted by both parties. I think people need to take responsibility for their own financial wellness and not expect the government to bail them out or pay for things they can’t afford. The gap between the haves and the have nots is widening and salaries are not keeping up with rising costs. As a hard working single American who uses coupons and shops bargain brands, rarely eats out, and doesn’t go on vacation I can barely afford to keep a roof over my head and eat twice a day while working full time. It’s sad that I work really hard for the basics and can’t even afford to drive 2 hours to the beach for the day let alone afford an overnight stay.",0.48,140,-1.4981361008855618
US:169986233,not sure,0.24,2,-4.0409995562355
US:180652243,I never was until trump,0.25,5,-6.470116423029594
US:31271192,More aligned with my interests,0.44,5,-1.7613946330858115
US:153101,Because I value common sense. Republicans most closely align with my values. Exactly why I voted for them to represent me in government. The public cannot run the government so we must vote for whom we believe will work the best for us! And it certainly would not be the crime ridden Democrats. I want to see them (Democrats) held accountable and illegitimate funds returned to over taxed Americans with said criminals punished for their crimes. Doge will find them!,0.26,91,-6.728760527503391
US:127192065,I feel democrats are more for the working people and republicans are for the rich,0.6,17,-0.8140479604581629
US:1290894,"Both have some good and bad qualities. Both make good and bad decisions. I look at the decisions made, not the party behind same.",0.31,28,-2.8041240790354807
US:163335299,Because I believe in preserving and expanding basic human rights and maintaining some semblance of dignity,0.31,17,-2.819478527553506
US:46617970,I think I feel that a republican I know what is right and what is wrong and Republicans are right .,0.27,21,-3.3989487658482367
