person_id,why_think_pid_with_when,prob_machine_generated,n_tokens,glimpse_criterion
US:39849009,"For the most part, Democrats protect my bodily autonomy - they usually act to protect access to abortion. They also support diversity (generally) and most importantly, they support the US Constitution and Bill of Rights. Unlike fascist republicans.",0.23,47,-4.409096919380617
US:3421960,Democrats have shown me they can't be trusted and they have done nothing for their people,0.44,17,-1.732505680764615
US:38366403,"It's about ideology, not political party. I'm a conservative ... not a member of any party.",0.39,21,-2.092337125022026
US:3236041,I am closer to their thinking of right or wrong.,0.25,11,-3.609933634277377
US:192218125,Because the party lines up with my views.,0.24,9,-3.962987840775597
US:1257729,"republicans care more for the people, they always have to fix the economy from past democrats being in office",0.37,23,-2.245068141629365
US:4539674,I believe in the values of the republican party,0.82,9,0.38513085615538983
US:37560831,"There are ideas shared by both parties that are good for the country, and some that are devastating to the proper administration of our laws. I maintain my own opinions about what I believe the proper actions are, without respect to which party they come from.",0.37,50,-2.258769272397592
US:792432,they believe in most of my believes,0.22,7,-4.535270854115096
US:35981790,The Democrats have been radicalized,0.56,6,-1.0610723972655067
US:2684126,I am a strong Christian conservative. I believe that the law applies to everyone equally. I believe in personal responsibility and not social welfare. I believe in limited government. I value my natural rights over the promise of safety and security. I believe in free speech even when it means that I am hearing things I don’t agree with. I believe in the 2nd amendment and the right to own a gun. I believe that the role of government is to protect our natural liberties and not to infringe on our freedom.,0.87,104,0.7516200962341205
US:191235587,They are the party that have done the most to help the American people,0.92,14,1.2529613961961283
US:4159363,I disagree with everything the democrats are for.,0.28,10,-3.1484330588946845
US:30082754,My parents were Republican,0.24,4,-3.826123462826767
US:39988852,Citizens need to be accountable for their actions. America is a Republic not a democracy.,0.58,18,-0.940782155185115
US:304189,"I believe in smaller government interference. I believe in closed borders where people come in the right way. I believe in science--2 and only 2 sexes. I believe in the separation of powers, where a local judge cannot make judgments that cover the whole country.",0.25,53,-3.686526749588286
US:43346587,I see division of the poor,0.23,6,-4.080421055517405
US:493870,Because I would rather align myself with a flawed party that appears to be working for all people in the US and not just the wealthy. They also appear to be more respectful of the past and are choosing to learn from it and not try to bend it to fit their narrative,0.51,54,-1.3107823334120166
US:2822031,"Abortion is a fundamental human rights. Without it, women die. I will never vote for someone who does not believe a woman should have control over her own body.",0.62,34,-0.7265419492190607
US:180730107,Tradition of my family.,0.33,6,-2.5974794084277026
US:172843311,"They're not as extreme as conservatives now, especially since Donald Trump as come in. Democrats at least pretend to support climate change action and taxing the rich, but they have their own problems as a party too and aren't as far left as I'd like.",0.25,52,-3.6655643749390614
US:42929498,"Democrats care first about people, not corporations or about giving billionaires steeper and steeper tax cuts that do nothing but concentrate wealth at the very tip top and keep it there. Trickle down is a proven farce.",0.22,44,-5.461249680686847
US:42673138,i dont like politics,0.26,4,-3.4351006505599093
US:28204978,I am not conservative and it matches it somewhat best,0.32,10,-7.491905517477115
US:2741445,"A lot of fraud in the Democrats,Lie,Hate,Crime.Negative,",0.22,17,-5.6472804975329005
US:188019525,I learned politics r dishonest,0.8,5,-10.463488170486666
US:1705942,My worldview aligns with the Democratic Party more than ever.,0.33,12,-2.6420907383653365
US:185143961,they have good strategies to face American issue,0.35,8,-7.7383023246934135
US:385952,Fiscally conservative and i like a strong defense.,0.39,11,-2.074801960189315
US:2380882,"I saw the damage done by Nixon, Ford, and Reagan to the midwest first hand as a child. As a historian I see the GOP has always tried to control people's lives and decisions, yes, always, even if they might have moral reasons, that is never the proper way to do things in any type of democracy.",0.33,67,-2.610820345743468
US:42675217,I agree with the Republicans,0.45,5,-1.6654133304273175
US:31295121,not a strong one but one nonetheless. i believe in people being able to make choices but forcing your ideas or beliefs on others is a bit much for me,0.48,31,-1.4614028023646013
US:40703,"I believe in the greater good. I believe in helping people in need, welcoming refugees, combatting climate change, universal healthcare, and that diversity, equity, and inclusion are GOOD and NECESSARY. And yes, I'll pay more taxes toward those ends. I'm far more liberal, progressive, and socialist than I was when I voted for Gore at 19.",0.32,75,-2.733354528665059
US:39605120,Republican platform aligns more with my views,0.25,8,-3.676853785909232
US:107508261,Human kindness,0.23,2,-5.787068676619739
US:909019,"Barry Goldwater's nomination at the start, reinforced by years of following politics and observing the Republicans turn into an authoritarian party",0.22,25,-4.704526985331148
US:1452153,Not sure,0.38,2,-2.1874984942408053
US:28152378,i thought because my parents were Democrat i had to be Democrat also,0.28,13,-3.1783826954944305
US:188739437,When I felt money was being mismanaged by the Democratic Party,0.41,12,-1.9297504616706989
US:2032349,Because Republicans are the most conservative and I am more conservative than most of them.,0.37,16,-2.244660732487281
US:206502013,I think they're closer to my belief,0.29,8,-3.0650357577836873
US:42324692,See answer to previous question,0.28,5,-3.1303089866373472
US:156955369,I did not like either candidates during the 2016 election but seeing the behavior of the democrats following that election and their changing stances and nonsense. This has continued and became more and more bizarre and the Republicans began sounding a lot more rational. I have always been a strong Democrat and I think the party has become an embarsement and now I lean right .,0.26,74,-3.579534738778564
US:140101305,Because I think what is right is what is good for all of us. Not just some of us. I will never be rich so the Republican party isn't interested in what would be fair for the middle class. I am a live and let live person. Minding my own business about what lifestyle choices others make. I like fairness in life.,0.3,70,-2.977046141541654
