person_id,why_moved_to_current_state,prob_machine_generated,n_tokens,glimpse_criterion
US:165453519,"Family, and it will always be home.",0.33,9,-2.566810843830195
US:193797103,To get away from the city.,0.48,7,-1.4795677144970925
US:182008695,Returned to help take care of my elderly father.,0.27,10,-3.389756532223643
US:42644439,family ties,0.24,2,-6.093973554156119
US:159627681,scientific research opportunity,0.35,3,-7.7072718324733644
US:165453939,Never moved out of Wisconsin,0.22,5,-5.193337674259911
US:115588855,I was born in ny,0.47,5,-1.5748344570521378
US:4191765,I liked it better. General environment.,0.23,8,-5.785799879323333
US:162661351,Retirement,0.38,2,-2.21027587774901
US:1286446,"Got married, was closer to my parents and in-laws.",0.33,13,-2.6148512640096784
US:354519,Work,0.44,1,-1.709566926274204
US:517893,job opportunity,0.25,2,-6.3770098168801335
US:41030059,Work,0.44,1,-1.709566926274204
US:175064635,was born here,0.22,3,-5.361255818485814
US:184006701,To be near family/ mother born in TN,0.3,9,-7.2247396797582315
US:199836793,My father had a lawyer fix our papers and we were US citizens when we moved here.,0.3,18,-2.9586790458325707
US:29696175,parents moved,0.82,2,-10.584820486213298
US:118335927,Marriage,0.38,2,-2.145412607267349
US:1554515,for my husband work,0.25,4,-6.520904797737693
US:1090155,parents got a new job,0.22,5,-5.3404562027254325
US:139943551,Retirement,0.38,2,-2.21027587774901
US:193947347,My dad's job,0.36,4,-2.3015690128564796
US:26680661,"I am from Kentucky, and my family and friends lives here as well.",0.41,15,-1.915870745316165
US:4098594,Father was transferred with job,0.22,5,-5.629258462739854
US:26945606,Marriage,0.38,2,-2.145412607267349
US:911080,My father's job,0.49,4,-1.4197579953724029
US:773611,Near Employment and affordable,0.37,4,-7.903467635686933
US:38453039,Legal reasons,0.22,2,-5.569343774553943
US:183158553,"To be near family, affordable cost of living, safe communities supportive of law enforcement, more individual liberty, beautiful environment, more water less drought.",0.23,29,-5.785395083450883
US:4116894,Because part of my family was living here.,0.22,9,-5.112690501449372
US:138128115,Job,0.33,1,-2.6298001581011357
US:1170211,family,0.39,1,-8.061827286318932
US:35807723,I was born here,0.62,4,-0.738409544674931
US:1121996,Weather,0.28,1,-3.250849411559235
US:2295035,To go to college,0.54,4,-1.1491373194394168
US:198756829,Living in FL was horrible.,0.25,6,-3.714288901603802
US:2289410,I was born here,0.62,4,-0.738409544674931
US:26697587,Job,0.33,1,-2.6298001581011357
US:169367785,Because my mom did,0.22,4,-4.618809626247683
US:31896512,graduate school,0.22,2,-5.041492246934834
US:125650549,Health reasons,0.23,2,-5.905726492722507
US:3572299,I returned there from living in New York for 2 years,0.31,12,-2.807699091101166
US:179813089,always lived in Minnesota,0.22,4,-5.5361588058986655
US:35511755,Closer to family and better weather,0.31,7,-2.874860203726569
US:2034235,Get out of the snow,0.41,5,-1.9399947353427454
US:39565961,Parents were from NY,0.32,4,-7.421288447623956
US:4503682,cost of living and to be closer to family,0.37,9,-2.2531161944228217
US:40871783,With parents,0.22,2,-4.520557557952113
US:132689347,College,0.25,1,-3.653671016954066
US:185808189,For my brother's health,0.25,5,-3.6401859131396814
US:1024328,Military,0.23,1,-4.3068628575084205
US:4560299,closer to work,0.24,4,-3.877329291014817
US:163749509,Retired,0.36,2,-2.3629177271358044
US:166138413,My husband's job,0.37,4,-2.2230585591760157
US:1631220,Born in indiana,0.29,4,-3.0383626703987106
US:125619273,fAMILY LIVES HERE,0.22,5,-4.819304800857122
US:180805935,Job change,0.22,2,-4.9641791863986064
US:205646261,To live with grandmother,0.22,4,-5.121674194752758
US:179297319,I moved here when I was adopted,0.29,7,-3.1147239133249607
US:2182641,For work & to be closer to family,0.25,8,-3.651333383146862
US:1222505,Parents lived there,0.33,3,-7.537575689269085
US:113284831,Life change. Wanting new opportunities,0.22,7,-5.3873004258006105
US:26993569,attended Michigan State,0.22,3,-5.66933690822525
US:24504758,Germany,0.22,1,-4.827633514043963
US:29876621,to protect my children during a divorce,0.3,7,-2.9141233462423237
US:151897851,Family moved,0.24,2,-6.180743024598224
US:2029237,Was in military,0.23,3,-5.872613923301335
US:88813,Warm dry climate,0.22,3,-4.9499527448755565
US:711506,taxation as spouse headed into retirement,0.63,7,-9.506944509705036
US:29042028,Closer to family.,0.29,5,-3.114551614201037
US:109810107,Less tax,0.25,2,-6.5146016191025105
US:2846532,sick,0.25,2,-3.6812444156345974
US:195207059,husband's job,0.23,4,-4.109820383424247
US:179840541,"Retired, downsized, closer to adult daughter",0.23,10,-5.916251072088374
US:42405784,New York sucks,0.3,3,-2.952020498852661
US:4554690,lost job,0.26,2,-6.729677106624763
US:2895485,Political refugee from Cuba,0.23,4,-4.227673481967655
US:155362883,I came back from a temporary position in another state,0.44,10,-1.734256172762419
US:185311857,Cheaper than CA,0.27,4,-3.413431080524773
US:174063149,family,0.39,1,-8.061827286318932
US:1629156,Returned home,0.25,2,-6.472012652399412
US:183072629,"I was born and raised in New York, and my family is here",0.92,14,1.2459491716805573
US:120187057,Where I was born,0.71,4,-0.25733598128444224
US:420555,Parents moved family,0.48,3,-8.69235216662703
US:2882757,Political exile.,0.22,3,-5.474219222949249
US:939781,Health,0.31,1,-2.8711094562839894
US:129300843,???? You know I was born here????,0.23,8,-5.891008163763365
US:107181855,Better Opportunity,0.23,2,-6.042858642573266
US:1134704,Job,0.33,1,-2.6298001581011357
US:193179165,Marriage,0.38,2,-2.145412607267349
US:3002479,Job opportunity,0.26,2,-3.5106980414946056
US:775068,home,0.27,1,-6.880449323080068
US:192056725,I liked it and found a nice town,0.24,8,-4.04864459833211
US:34279308,Family,0.25,1,-3.7675180728671025
US:1301430,warmer climate,0.24,3,-3.868896040693489
US:125176809,To be with my then fiancé and now husband,0.31,10,-2.7854512779525673
US:37454941,To be with my daughter.,0.34,6,-2.536311189115227
US:4400314,TO GET AWAY FROM THE CALIFORINAS,0.23,11,-4.440362176542237
US:41363939,Job,0.33,1,-2.6298001581011357
US:1957478,Job,0.33,1,-2.6298001581011357
US:26627449,Family moved together.,0.26,4,-6.689434670692046
US:38105873,"Retired, moved south for warmer winters.",0.25,9,-3.7084734334453096
US:116258825,I lived here before and owned timeshare and campground membership,0.26,11,-6.658465433901966
US:138685563,My family is here.,0.5,5,-1.3542032146088405
US:182975853,Family,0.25,1,-3.7675180728671025
US:114969649,parents moved back to nj,0.28,5,-6.963171107195026
US:37271867,Father and family moved closer to family,0.22,7,-4.974131176961893
US:1622123,My father transferred to California (US Navy),0.22,9,-4.764193782825265
US:2498560,Was ill. I want to be buried in my home state and it's expensive to ship a body home.,0.34,22,-2.4766023105386723
US:46414589,For a job,0.44,3,-1.7650648211858004
US:1624410,To be near our children and grandchildren!,0.31,8,-2.872792261153148
US:40598239,born and raised here,0.26,4,-3.501140705427326
US:130395247,Career,0.26,1,-3.6043177395473984
US:2089581,i was born here,0.37,4,-2.2110278164412622
US:192950839,It was where I had lived my whole life until 1992.,0.43,14,-1.8080562736887875
US:1307719,job opportunity,0.25,2,-6.3770098168801335
US:3396197,Job,0.33,1,-2.6298001581011357
US:205270645,None of your business,0.54,4,-1.1244021297917364
US:201363447,Because I got better options.,0.22,6,-5.356758378269278
US:148569971,I have family here,0.3,4,-2.9242378993711657
US:1878505,law school,0.22,2,-5.368254678064772
US:515170,Parents job transfer,0.57,3,-9.167671867235086
US:29273459,Family needs,0.22,2,-5.407445852706944
US:29034038,To be near my daughter and her family,0.46,8,-1.6076298567801708
US:181517223,Job,0.33,1,-2.6298001581011357
US:186485455,I was born here,0.62,4,-0.738409544674931
US:203883375,Assist my Mom,0.23,4,-4.276231145060731
US:1437,My mother got a divorce,0.49,5,-1.408358929091396
US:123799879,Live in wi,0.22,3,-5.641305292139297
US:2415473,Work,0.44,1,-1.709566926274204
US:22516995,No specific reason.,0.28,4,-3.1503161015412315
US:114503027,Family moved,0.24,2,-6.180743024598224
US:255134,Family,0.25,1,-3.7675180728671025
US:526351,I was born there,0.4,4,-1.9908437918705264
US:193869163,Chasing a doomed relationship,0.36,5,-2.3433471442876916
US:287838,too much crime and taxes in CA,0.22,7,-5.642375932672928
US:31214452,"Born here. Mived away for 2 yrs for a job. Job eliminated and moved back home without a job to be close to aging, widowed mother.",0.22,33,-5.318208693334538
US:46277927,moved back to be close to family and friends and because the state shares my values more than the state I was living in,0.47,24,-1.5783863581208368
US:144247759,Move to be with my partner,0.4,6,-2.044667171199646
US:22710658,Come back home. Be near family,0.24,7,-3.917653439672235
US:134380679,To be near family,0.25,4,-3.6595625159304603
US:1583516,It is where our family lived.,0.35,7,-2.4043247549275844
US:29975623,Job,0.33,1,-2.6298001581011357
US:2333011,Wanted quieter lifestyle and more room to garden.,0.23,10,-4.244392817702877
US:27874493,Relatives here,0.23,3,-6.054682304559367
US:181110149,Parents moved back,0.3,3,-7.2445280090486355
US:206117197,For a warmer climate and less taxes.,0.27,8,-3.403689662602657
US:1179552,retired from military and wife did not like snow,0.22,10,-4.553098826749241
US:186693881,My home,0.44,2,-1.7148908179055762
US:147876513,Lived her before college,0.26,5,-6.658430191232992
US:193247259,Family,0.25,1,-3.7675180728671025
US:135772005,I was a kid and my parents moved for new jobs,0.52,11,-1.261781297467731
US:191456311,Job,0.33,1,-2.6298001581011357
US:42863446,Immigration,0.43,2,-1.8102242594737277
US:188174809,School,0.27,1,-3.413737255616781
US:41236323,To marry my current wife,0.25,5,-3.7630817722703864
US:205960,Employment,0.39,2,-2.104787896840956
US:34805505,Found love,0.31,2,-7.299439188841513
US:2623142,Lower taxes,0.22,2,-5.240816810494909
US:40693044,To start a new church,0.29,5,-3.023233701147501
US:39561338,Political asylum,0.22,2,-5.021556481525613
US:201204915,Father's work,0.29,3,-3.026267573374381
US:1225190,Grandchildren,0.25,2,-3.675904258888477
US:2468946,Prefered climate and environment,0.3,6,-2.8812221891590286
US:2161400,Family,0.25,1,-3.7675180728671025
US:3282672,family,0.39,1,-8.061827286318932
US:195140437,To go to college,0.54,4,-1.1491373194394168
US:205292937,Had a baby the father lived here,0.24,7,-6.246843895684754
US:22787818,to be near family,0.22,4,-4.534782411316456
US:142970483,Job and Marriage,0.22,3,-4.621419582387287
US:29431643,It was a mistake,0.62,4,-0.6919563692281385
US:148239015,to care for pregnant women,0.28,5,-3.2201188535404595
US:28911001,No snow,0.22,2,-5.173600135568277
US:2748101,Taxes in Massachusetts are too high,0.47,7,-1.5287403086582454
US:174075657,College,0.25,1,-3.653671016954066
US:30005739,my parents moved,0.22,3,-4.498558148383401
US:3440514,marriage,0.23,2,-4.355269498411406
US:169695815,Work opportunities,0.22,2,-4.537814633046521
US:180981061,For a new place to live,0.58,6,-0.952974788219315
US:3369941,To get to a warmer Winter climate.,0.22,8,-4.583241922253021
US:2915372,retired,0.22,2,-4.658325819448067
US:189203865,Went through a divorce,0.58,5,-0.9469465341761154
US:40949911,to be able to afford land enough for livestock,0.24,9,-3.999875325693629
US:206821855,Got tired of being layed off every other year.,0.43,11,-1.7997005379176738
US:42884826,Born here,0.24,2,-6.211084609295849
US:120836549,Home,0.3,1,-2.993164674738649
US:27021131,work,0.23,1,-5.758092195569234
US:556408,Got out of .military and came home,0.22,9,-5.1405104649798155
US:1902517,Better climate,0.23,2,-5.991928563907362
US:40966041,To escape IL pro-crime/anti-gun laws and lower taxes,0.22,13,-5.397404670852358
US:139371,military assignment,0.22,3,-4.460700641627057
US:424667,Because Washington has become just like progressive liberal California,0.26,9,-6.595660541296405
US:169221259,I was born here.,0.64,5,-0.6347928988493824
US:35995730,Graduate school,0.3,3,-2.9004998546991727
US:3969356,Better job opportunity,0.22,3,-4.81694439548601
US:2470378,parent moved me here,0.33,4,-7.547503477365591
US:4197315,Company transfer,0.25,2,-6.503926422308405
US:124256801,Mother's decision,0.25,3,-3.66367470734826
US:4275427,To get my PhD,0.26,4,-3.59673653888122
US:171997711,Work,0.44,1,-1.709566926274204
US:198601813,Work,0.44,1,-1.709566926274204
US:27798474,Mountains and lakes,0.42,4,-1.9105647859697978
US:2209282,"Loved visiting friends, cost of living much less than DE, needed a one story house and had hard time finding one we wanted in DE",0.24,28,-3.9790226953
US:191650357,born here,0.28,2,-7.017825511327215
US:164276555,Parents work,0.25,2,-6.402192613473688
US:136676055,To get back home to future wife (now divorced).,0.22,11,-4.918133019163324
US:28780897,Family moved away.,0.22,4,-4.937568214732367
US:198305879,My father was relocated for work,0.33,6,-2.6468326042526167
US:2179860,College,0.25,1,-3.653671016954066
US:2629389,I like NH,0.23,3,-4.189906297979515
US:35745557,To he closer to children,0.25,5,-6.3647612002497755
US:3021358,was born here,0.22,3,-5.361255818485814
US:138970111,My dad got transferred back.,0.22,6,-4.949541487479908
US:142381757,"Job, close proximity to Tennessee",0.23,6,-5.808422212300582
US:197384037,Parents moved,0.49,2,-8.710171425794718
US:167727741,Start over,0.23,2,-4.093650154077666
US:22244056,Family moved for work purposes,0.22,5,-5.326946986731957
US:41189471,Came back home,0.43,4,-1.8318883079242332
US:2261523,I was born there,0.4,4,-1.9908437918705264
US:46467470,Spouse's job,0.24,4,-3.9627108400636057
US:26421389,Hurricane Sandy,0.36,3,-2.3023164403130263
US:3121841,left school,0.38,2,-7.988420273578234
US:145442143,Closer to family,0.28,4,-3.2641701939882948
US:182625143,Back then it was easier and better now not so much in which I will move back to Minnesota,0.22,19,-4.48226136986485
US:41159889,Moved back for college,0.22,4,-4.672980993888537
US:691163,job,0.28,1,-6.973120537884909
US:3625372,Family,0.25,1,-3.7675180728671025
US:198027213,Job,0.33,1,-2.6298001581011357
US:109058679,Philadelphia,0.22,1,-5.413188743499386
US:167886407,Not willing to disclose,0.23,4,-4.3358150734885275
US:133505843,Job,0.33,1,-2.6298001581011357
US:185476387,Work,0.44,1,-1.709566926274204
US:38505578,Always lived here,0.24,3,-6.284450180449065
US:188257117,Homes were less expensive than where we lived.,0.3,10,-2.9680622911442907
US:3367709,parents did,0.65,2,-9.626907647898989
US:2508851,family,0.39,1,-8.061827286318932
US:835736,Moved here with my parents,0.31,5,-2.838400242311415
US:4549119,Love Chicago,0.34,2,-7.604375964807477
US:170055111,Better employment opportunities,0.25,3,-3.671255887676081
US:2841551,Work,0.44,1,-1.709566926274204
US:3317559,Cost of living,0.53,3,-1.1896825588485167
US:169986233,for fun,0.22,2,-4.486109394583171
US:670875,Retired and came home.,0.28,6,-3.1629433260528406
US:144050439,"to be with spouse, future husband.",0.23,8,-4.308548811203744
US:118898483,You worded it weird.. I always lived in PA since birth. I left for a year and came back.,0.27,23,-3.3970059978921836
